CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,ProductDensity,EngagementProductInteraction,AgeTenureInteraction,IsZeroBalance,ProductsPerCreditCard,Exited
850.0,Spain,Male,57,8.0,77475.95,2,1,0,33191.46,2.3341430553806495,0.2222222222222222,0,513.0,0,1.0,0
602.0,France,Male,46,9.0,60619.75,1,0,1,141947.01,0.4270560045188375,0.1,1,460.0,0,1.0,0
655.0,Spain,Female,61,10.0,95727.24,1,1,1,102071.8,0.9378329976252244,0.09090909090909091,1,671.0,0,0.5,0
672.0,Germany,Female,61,7.0,136620.19,2,0,0,57614.76,2.371229503871857,0.25,0,488.0,0,2.0,0
623.0,France,Male,48,3.0,99925.04,2,1,1,7133.25,14.0063832918667,0.5,2,192.0,0,1.0,0
698.0,Germany,Female,67,5.0,0.0,1,0,1,136178.44,0.0,0.16666666666666666,1,402.0,1,1.0,0
745.0,Germany,Female,65,3.0,223476.05,2,0,1,34369.78,6.501919653845505,0.5,2,260.0,0,2.0,1
647.0,Spain,Female,47,8.0,88549.46,2,1,1,190783.53,0.46413333408112284,0.2222222222222222,2,423.0,0,1.0,0
786.0,Spain,Female,57,10.0,36166.96,2,0,0,11126.04,3.250366674335672,0.18181818181818182,0,627.0,0,2.0,1
681.0,France,Male,36,0.0,0.0,2,1,0,191832.85,0.0,2.0,0,36.0,1,1.0,0
580.0,France,Male,49,3.0,53301.0,1,1,1,60974.78,0.8741339594179853,0.25,1,196.0,0,0.5,0
695.0,Spain,Male,92,6.0,107719.53,2,0,0,144716.29,0.7443445769334127,0.2857142857142857,0,644.0,0,2.0,0
727.0,France,Male,62,4.0,90395.98,2,1,1,125960.11,0.7176499159145231,0.4,2,310.0,0,1.0,0
696.0,France,Male,40,6.0,64972.67,2,1,0,173919.32,0.37357722202903026,0.2857142857142857,0,280.0,0,1.0,0
758.0,Germany,Female,76,3.0,0.0,2,0,1,199819.26,0.0,0.5,2,304.0,1,2.0,0
657.0,France,Female,64,8.0,0.0,2,1,1,58529.14,0.0,0.2222222222222222,2,576.0,1,1.0,0
645.0,Spain,Male,34,4.0,0.0,1,1,1,179708.06,0.0,0.2,1,170.0,1,0.5,0
505.0,France,Male,64,1.0,106705.21,1,1,0,54859.08,1.9450429164521816,0.5,0,128.0,0,0.5,0
589.0,Spain,Female,59,9.0,0.0,1,1,0,146259.33,0.0,0.1,0,590.0,1,0.5,1
624.0,France,Male,39,0.0,82809.38,1,1,0,183932.65,0.450213324206854,1.0,0,39.0,0,0.5,0
666.0,Spain,Male,68,8.0,58668.07,1,0,1,176459.08,0.3324721942775953,0.1111111111111111,1,612.0,0,1.0,0
426.0,France,Male,67,2.0,0.0,2,0,1,185551.79,0.0,0.6666666666666666,2,201.0,1,2.0,0
633.0,Germany,Male,44,10.0,0.0,1,0,0,178566.28,0.0,0.09090909090909091,0,484.0,1,1.0,0
576.0,Germany,Male,66,6.0,0.0,1,0,0,124258.39,0.0,0.14285714285714285,0,462.0,1,1.0,1
505.0,France,Female,49,6.0,0.0,2,1,1,26448.24,0.0,0.2857142857142857,2,343.0,1,1.0,0
675.0,Spain,Female,47,0.0,83418.63,2,1,1,42771.1,1.9503047547349792,2.0,2,47.0,0,1.0,0
760.0,Germany,Female,56,7.0,63478.95,2,1,1,97004.57,0.6543845884313653,0.25,2,448.0,0,1.0,0
723.0,Spain,Female,54,7.0,101311.23,1,0,1,135639.44,0.7469102135026987,0.125,1,432.0,0,1.0,0
691.0,France,Male,50,6.0,129427.37,2,1,1,121707.07,1.0634247178514948,0.2857142857142857,2,350.0,0,1.0,0
521.0,Germany,Female,51,3.0,0.0,1,1,0,137792.31,0.0,0.25,0,204.0,1,0.5,1
706.0,France,Male,42,1.0,0.0,2,1,1,97682.85,0.0,1.0,2,84.0,1,1.0,0
638.0,Spain,Female,34,7.0,177182.97,4,1,1,176342.94,1.0047579179641783,0.5,4,272.0,0,2.0,1
700.0,Germany,Male,56,9.0,0.0,1,0,1,712.11,0.0,0.1,1,560.0,1,1.0,0
725.0,France,Male,63,7.0,87557.01,1,1,0,117522.77,0.7450153275375696,0.125,0,504.0,0,0.5,1
680.0,Spain,Female,68,10.0,51809.45,2,0,0,68180.52,0.7598752565211218,0.18181818181818182,0,748.0,0,2.0,0
589.0,Spain,Male,64,3.0,0.0,2,1,1,74734.34,0.0,0.5,2,256.0,1,1.0,0
657.0,Germany,Male,46,3.0,156706.67,2,0,1,86112.41,1.8197708115379476,0.5,2,184.0,0,2.0,0
691.0,France,Female,75,3.0,136992.89,1,0,1,40197.43,3.407916428576937,0.25,1,300.0,0,1.0,0
768.0,France,Male,54,0.0,0.0,2,1,1,198011.18,0.0,2.0,2,54.0,1,1.0,0
608.0,France,Female,51,10.0,0.0,1,1,1,35697.07,0.0,0.09090909090909091,1,561.0,1,0.5,0
609.0,Spain,Male,43,0.0,0.0,1,1,1,148534.08,0.0,1.0,1,43.0,1,0.5,0
657.0,Spain,Female,38,2.0,79309.12,1,1,1,98300.4,0.8067954271251477,0.3333333333333333,1,114.0,0,0.5,0
535.0,Spain,Male,36,5.0,0.0,1,1,1,75259.06,0.0,0.16666666666666666,1,216.0,1,0.5,0
750.0,France,Female,68,9.0,108671.75,2,1,0,191901.92,0.566285025782828,0.2,0,680.0,0,1.0,0
795.0,Germany,Male,53,9.0,0.0,1,1,1,25359.3,0.0,0.1,1,530.0,1,0.5,0
616.0,Germany,Male,49,6.0,59474.74,2,1,1,76722.47,0.7751831349650895,0.2857142857142857,2,343.0,0,1.0,1
393.0,France,Female,47,3.0,51495.52,2,1,0,,,0.5,0,188.0,0,1.0,1
691.0,Spain,Male,82,5.0,63489.9,1,0,0,197899.12,0.3208178954110791,0.16666666666666666,0,492.0,0,1.0,0
723.0,France,Female,43,5.0,207073.57,2,1,1,64395.53,3.215601368583059,0.3333333333333333,2,258.0,0,1.0,0
526.0,France,Female,58,7.0,108492.67,1,0,0,74727.77,1.4518192926231757,0.125,0,464.0,0,1.0,1
608.0,Spain,Male,55,2.0,153200.15,1,1,1,51566.11,2.9708888087775325,0.3333333333333333,1,165.0,0,0.5,1
476.0,Germany,Female,39,0.0,80648.67,2,1,0,126568.23,0.6371901764749616,2.0,0,39.0,0,1.0,1
504.0,France,Female,88,10.0,62811.47,2,1,1,172863.9,0.36335583452742576,0.18181818181818182,2,968.0,0,1.0,0
569.0,Germany,Male,35,5.0,33345.27,2,1,1,90093.74,0.3701133939672837,0.3333333333333333,2,210.0,0,1.0,0
540.0,Spain,Female,35,10.0,0.0,2,0,0,67194.2,0.0,0.18181818181818182,0,385.0,1,2.0,0
664.0,France,Male,87,0.0,0.0,2,1,0,87447.97,0.0,2.0,0,87.0,1,1.0,0
634.0,Spain,Female,57,10.0,71688.3,1,1,1,122486.54,0.5852701425794004,0.09090909090909091,1,627.0,0,0.5,0
682.0,Spain,Female,34,3.0,56486.24,2,1,0,153959.57,0.3668877037802601,0.5,0,136.0,0,1.0,0
559.0,Spain,Female,32,9.0,114584.3,2,0,1,46482.5,2.465053190917207,0.2,2,320.0,0,2.0,0
621.0,Germany,Female,60,9.0,71498.18,1,1,1,6870.92,10.404396442333438,0.1,1,600.0,0,0.5,0
848.0,France,Female,55,9.0,81656.37,2,1,0,114608.56,0.7124743346017557,0.2,0,550.0,0,1.0,0
651.0,Germany,Female,59,9.0,98574.02,1,1,1,171217.9,0.5757192693096381,0.1,1,590.0,0,0.5,0
584.0,France,Female,60,9.0,58078.87,2,1,1,141531.05,0.41035843118219517,0.2,2,600.0,0,1.0,1
593.0,France,Female,41,4.0,50531.83,2,1,0,144771.29,0.3490435220717998,0.4,0,205.0,0,1.0,0
728.0,Germany,Male,66,5.0,0.0,2,1,1,157624.08,0.0,0.3333333333333333,2,396.0,1,1.0,0
747.0,France,Male,45,10.0,152144.17,1,1,0,147475.73,1.0316486539944303,0.09090909090909091,0,495.0,0,0.5,0
641.0,Germany,Female,64,7.0,0.0,2,0,1,94583.59,0.0,0.25,2,512.0,1,2.0,0
720.0,Germany,Male,69,7.0,92653.23,1,1,0,99598.38,0.930259104022535,0.125,0,552.0,0,0.5,0
599.0,France,Male,45,10.0,0.0,1,1,0,171094.54,0.0,0.09090909090909091,0,495.0,1,0.5,1
694.0,Spain,Female,47,6.0,0.0,2,1,0,119374.34,0.0,0.2857142857142857,0,329.0,1,1.0,0
728.0,France,Female,49,6.0,124871.53,1,0,1,78196.88,1.596865925265493,0.14285714285714285,1,343.0,0,1.0,0
547.0,France,Male,45,2.0,0.0,2,0,1,54754.22,0.0,0.6666666666666666,2,135.0,1,2.0,0
450.0,France,Female,83,0.0,97541.75,4,1,0,80616.94,1.209926103296611,4.0,0,83.0,0,2.0,1
627.0,France,Male,41,10.0,91308.63,2,1,0,184735.53,0.49426407435497466,0.18181818181818182,0,451.0,0,1.0,0
460.0,Spain,Male,69,3.0,58731.06,1,1,1,175902.19,0.33388285908857024,0.25,1,276.0,0,0.5,0
574.0,France,Male,44,7.0,0.0,1,0,1,106723.3,0.0,0.125,1,352.0,1,1.0,0
806.0,France,Male,51,10.0,86763.2,1,1,0,55569.58,1.5613153578746164,0.09090909090909091,0,561.0,0,0.5,0
797.0,France,Male,47,7.0,98361.72,2,0,1,132788.06,0.7407366239357369,0.25,2,376.0,0,2.0,0
703.0,Spain,Male,50,2.0,57155.17,2,1,1,142514.17,0.4010462184481834,0.6666666666666666,2,150.0,0,1.0,0
591.0,Germany,Male,67,4.0,0.0,2,1,0,120192.23,0.0,0.4,0,335.0,1,1.0,0
602.0,France,Male,59,1.0,123757.07,1,1,1,141962.05,0.8717555025761986,0.5,1,118.0,0,0.5,0
805.0,Germany,Male,54,8.0,93489.93,1,0,0,147650.55,0.6331794688237272,0.1111111111111111,0,486.0,0,1.0,0
578.0,France,Male,56,7.0,85636.98,1,1,1,126593.7,0.6764657604149305,0.125,1,448.0,0,0.5,0
630.0,France,Female,41,4.0,89314.18,3,1,1,166584.0,0.5361477924182849,0.6,3,205.0,0,1.5,0
568.0,Germany,Male,68,6.0,0.0,1,1,1,25661.12,0.0,0.14285714285714285,1,476.0,1,0.5,0
585.0,France,Male,47,10.0,0.0,2,1,0,60640.66,0.0,0.18181818181818182,0,517.0,1,1.0,1
649.0,Spain,Female,55,2.0,129801.27,3,1,0,87911.05,1.4764900829863483,1.0,0,165.0,0,1.5,0
621.0,Spain,Female,58,4.0,123601.21,1,1,0,85009.95,1.4539445800805662,0.2,0,290.0,0,0.5,0
723.0,France,Male,38,3.0,125814.67,1,1,0,176176.24,0.7141369112150923,0.25,0,152.0,0,0.5,1
619.0,Spain,Male,51,5.0,67812.7,1,1,0,92001.45,0.7370749365913625,0.16666666666666666,0,306.0,0,0.5,0
545.0,Germany,Female,70,5.0,137690.48,2,1,1,177479.97,0.7758041890350273,0.3333333333333333,2,420.0,0,1.0,0
550.0,France,Male,47,0.0,0.0,1,1,1,88895.85,0.0,1.0,1,47.0,1,0.5,0
410.0,Germany,Male,51,4.0,106067.26,1,1,1,56279.68,1.884612268366338,0.2,1,255.0,0,0.5,0
526.0,Spain,Female,50,1.0,135829.06,2,1,1,,,1.0,2,100.0,0,1.0,0
567.0,Germany,Male,52,1.0,0.0,1,1,1,26329.53,0.0,0.5,1,104.0,1,0.5,0
643.0,France,Male,61,2.0,46616.79,2,1,0,132993.34,0.3505170971937603,0.6666666666666666,0,183.0,0,1.0,0
688.0,France,Male,55,2.0,60399.57,1,0,1,165189.07,0.36563680855634967,0.3333333333333333,1,165.0,0,1.0,0
686.0,France,Male,44,3.0,106077.19,1,1,1,176116.24,0.6023100861676006,0.25,1,176.0,0,0.5,0
687.0,Spain,Female,54,2.0,0.0,2,0,1,85549.23,0.0,0.6666666666666666,2,162.0,1,2.0,0
595.0,France,Male,81,9.0,0.0,1,1,1,102420.11,0.0,0.1,1,810.0,1,0.5,0
687.0,Germany,Female,64,4.0,0.0,1,1,1,11895.83,0.0,0.2,1,320.0,1,0.5,0
653.0,Germany,Female,49,3.0,0.0,2,1,0,55445.03,0.0,0.5,0,196.0,1,1.0,1
608.0,Germany,Male,58,9.0,53243.29,1,0,0,121161.08,0.43943856031524053,0.1,0,580.0,0,1.0,1
638.0,Spain,Male,59,5.0,0.0,1,1,0,4370.3,0.0,0.16666666666666666,0,354.0,1,0.5,0
558.0,France,Female,42,0.0,0.0,1,1,1,189959.69,0.0,1.0,1,42.0,1,0.5,0
729.0,Spain,Female,92,2.0,0.0,1,0,1,29396.73,0.0,0.3333333333333333,1,276.0,1,1.0,0
632.0,Spain,Female,52,8.0,124845.92,1,1,1,186660.37,0.6688364068044717,0.1111111111111111,1,468.0,0,0.5,0
574.0,Spain,Female,66,8.0,0.0,1,0,0,109714.47,0.0,0.1111111111111111,0,594.0,1,1.0,1
740.0,Spain,Female,59,0.0,115161.45,2,1,1,25644.38,4.490533967521635,2.0,2,59.0,0,1.0,0
850.0,France,Male,47,10.0,62923.9,2,1,1,197085.52,0.31927044021072576,0.18181818181818182,2,517.0,0,1.0,0
841.0,Germany,Female,47,9.0,47133.19,1,1,0,80931.35,0.5823776277347686,0.1,0,470.0,0,0.5,1
756.0,France,Female,70,5.0,0.0,1,1,1,129597.11,0.0,0.16666666666666666,1,420.0,1,0.5,0
666.0,France,Female,63,1.0,37085.9,1,0,1,35613.55,1.0413131711617865,0.5,1,126.0,0,1.0,0
685.0,Germany,Female,45,3.0,94603.03,2,1,1,25482.96,3.712257828061259,0.5,2,180.0,0,1.0,0
470.0,Spain,Female,78,8.0,42225.71,2,1,0,104209.65,0.40519572615658767,0.2222222222222222,0,702.0,0,1.0,1
610.0,France,Female,72,4.0,0.0,2,1,1,182496.08,0.0,0.4,2,360.0,1,1.0,0
542.0,Spain,Male,41,1.0,0.0,1,1,0,189992.49,0.0,0.5,0,82.0,1,0.5,0
699.0,Germany,Female,59,9.0,86789.54,1,1,1,144584.85,0.6002630271219486,0.1,1,590.0,0,0.5,0
596.0,France,Female,51,5.0,136014.35,2,1,1,126056.09,1.0789900829854155,0.3333333333333333,2,306.0,0,1.0,0
638.0,France,Female,63,1.0,106256.61,2,1,0,116072.64,0.9154241221348792,1.0,0,126.0,0,1.0,0
675.0,France,Male,51,3.0,109890.99,1,1,0,70544.21,1.557738505562603,0.25,0,204.0,0,0.5,0
605.0,France,Female,43,8.0,0.0,1,0,1,148798.96,0.0,0.1111111111111111,1,387.0,1,1.0,0
666.0,France,Female,63,6.0,0.0,1,0,0,58330.89,0.0,0.14285714285714285,0,441.0,1,1.0,1
586.0,Germany,Female,64,4.0,0.0,2,1,1,50084.69,0.0,0.4,2,320.0,1,1.0,0
509.0,France,Male,47,9.0,59427.39,1,1,1,155827.26,0.38136465105880024,0.1,1,470.0,0,0.5,0
804.0,France,Male,63,9.0,55557.85,1,1,0,2424.06,22.90988676568827,0.1,0,630.0,0,0.5,0
598.0,France,Female,43,0.0,47184.89,2,1,0,102046.62,0.4623810922782913,2.0,0,43.0,0,1.0,0
581.0,France,Female,34,9.0,98437.47,2,1,1,29625.94,3.32256621844848,0.2,2,340.0,0,1.0,0
543.0,Spain,Male,63,0.0,71026.78,2,1,0,164252.06,0.4324228723653611,2.0,0,63.0,0,1.0,1
548.0,Germany,Male,59,7.0,86741.5,1,1,0,21628.67,4.010301590361758,0.125,0,472.0,0,0.5,0
652.0,Spain,Female,91,1.0,78022.85,1,1,1,147563.86,0.5287359741336793,0.5,1,182.0,0,0.5,0
706.0,France,Male,45,3.0,69708.76,2,1,0,162257.04,0.42961667723830504,0.5,0,180.0,0,1.0,1
730.0,Spain,Female,64,7.0,0.0,2,1,0,158687.32,0.0,0.25,0,512.0,1,1.0,0
539.0,Spain,Male,45,3.0,72783.15,2,0,0,89470.95,0.8134745023440307,0.5,0,180.0,0,2.0,0
675.0,Germany,Male,50,7.0,43176.99,2,1,1,88877.2,0.4857995548964763,0.25,2,400.0,0,1.0,0
653.0,France,Male,66,6.0,27151.09,1,1,1,496.26,54.60139564815187,0.14285714285714285,1,462.0,0,0.5,0
599.0,France,Male,46,7.0,79608.46,2,1,0,52329.13,1.5212738817962044,0.25,0,368.0,0,1.0,0
590.0,Germany,Female,76,7.0,0.0,2,1,0,84578.19,0.0,0.25,0,608.0,1,1.0,0
624.0,France,Female,56,1.0,0.0,4,1,1,147287.69,0.0,2.0,4,112.0,1,2.0,1
710.0,Spain,Female,53,6.0,0.0,1,1,1,58699.54,0.0,0.14285714285714285,1,371.0,1,0.5,0
720.0,France,Female,40,6.0,80676.97,1,1,0,84401.6,0.9558588242542291,0.14285714285714285,0,280.0,0,0.5,0
653.0,France,Female,43,9.0,151883.72,2,0,0,84310.01,1.8014695826796525,0.2,0,430.0,0,2.0,0
671.0,Germany,Female,40,6.0,0.0,2,1,0,9133.26,0.0,0.2857142857142857,0,280.0,1,1.0,0
659.0,Germany,Male,52,10.0,0.0,2,1,1,23300.85,0.0,0.18181818181818182,2,572.0,1,1.0,0
742.0,Spain,Male,56,10.0,0.0,1,1,0,47577.21,0.0,0.09090909090909091,0,616.0,1,0.5,1
662.0,France,Male,46,5.0,78502.76,1,0,0,129734.95,0.6050964285535351,0.16666666666666666,0,276.0,0,1.0,0
735.0,France,Male,55,3.0,0.0,1,1,0,178247.01,0.0,0.25,0,220.0,1,0.5,0
615.0,Spain,Male,65,5.0,0.0,1,1,0,175732.71,0.0,0.16666666666666666,0,390.0,1,0.5,1
619.0,France,Female,49,1.0,72633.6,1,0,1,40561.92,1.7906403187936177,0.5,1,98.0,0,1.0,0
670.0,Spain,Female,45,8.0,118977.65,1,1,0,72888.94,1.6322917812801052,0.1111111111111111,0,405.0,0,0.5,0
750.0,France,Male,51,4.0,0.0,1,1,0,64154.67,0.0,0.2,0,255.0,1,0.5,0
611.0,Spain,Male,56,4.0,0.0,2,1,1,190819.19,0.0,0.4,2,280.0,1,1.0,0
746.0,Germany,Male,46,4.0,60436.41,1,1,1,43830.76,1.3788269054220046,0.2,1,230.0,0,0.5,0
675.0,France,Male,74,3.0,0.0,2,0,0,197906.75,0.0,0.5,0,296.0,1,2.0,0
620.0,France,Male,83,3.0,149737.16,2,1,1,178464.33,0.8390266053356135,0.5,2,332.0,0,1.0,0
701.0,France,Male,77,8.0,0.0,1,1,0,83876.75,0.0,0.1111111111111111,0,693.0,1,0.5,0
465.0,France,Male,58,5.0,130784.01,1,1,1,79296.49,1.6492830983679305,0.16666666666666666,1,348.0,0,0.5,0
566.0,Spain,Male,59,6.0,0.0,1,1,1,60274.85,0.0,0.14285714285714285,1,413.0,1,0.5,0
815.0,France,Female,35,9.0,64243.49,1,1,0,120785.28,0.5318773787883856,0.1,0,350.0,0,0.5,0
474.0,Spain,Male,62,3.0,0.0,2,0,1,129720.44,0.0,0.5,2,248.0,1,2.0,0
628.0,Spain,Male,37,3.0,0.0,2,1,0,32724.19,0.0,0.5,0,148.0,1,1.0,0
657.0,France,Female,55,0.0,0.0,2,1,1,24236.38,0.0,2.0,2,55.0,1,1.0,0
659.0,Spain,Male,41,3.0,0.0,2,0,0,96566.99,0.0,0.5,0,164.0,1,2.0,0
526.0,France,Male,39,10.0,132475.46,2,1,1,142220.83,0.9314706469463936,0.18181818181818182,2,429.0,0,1.0,0
738.0,Germany,Female,79,8.0,61247.02,2,0,0,192791.13,0.3176842332723851,0.2222222222222222,0,711.0,0,2.0,1
530.0,France,Male,52,7.0,145667.71,2,1,1,125436.81,1.1612743398501615,0.25,2,416.0,0,1.0,0
500.0,Germany,Female,71,3.0,77447.28,1,0,0,172612.35,0.44867491419406436,0.25,0,284.0,0,1.0,0
647.0,Spain,Female,66,2.0,0.0,2,1,1,54421.13,0.0,0.6666666666666666,2,198.0,1,1.0,0
780.0,France,Female,74,9.0,0.0,2,1,0,109600.95,0.0,0.2,0,740.0,1,1.0,0
748.0,Germany,Male,92,10.0,168715.59,1,1,1,47582.88,3.5456459204251525,0.09090909090909091,1,1012.0,0,0.5,1
750.0,France,Female,68,8.0,0.0,1,1,1,24616.55,0.0,0.1111111111111111,1,612.0,1,0.5,0
745.0,France,Female,50,4.0,55534.41,1,0,1,167814.91,0.3309245827764483,0.2,1,250.0,0,1.0,0
653.0,France,Female,40,7.0,219187.82,2,0,1,52081.52,4.208471863496621,0.25,2,320.0,0,2.0,0
516.0,France,Female,72,5.0,0.0,1,1,0,100602.88,0.0,0.16666666666666666,0,432.0,1,0.5,0
678.0,Germany,Female,44,8.0,88583.81,1,0,0,160120.69,0.5532280479927485,0.1111111111111111,0,396.0,0,1.0,1
768.0,France,Male,65,4.0,76711.27,2,1,1,128085.83,0.5989005270877577,0.4,2,325.0,0,1.0,0
643.0,France,Male,50,4.0,0.0,1,1,1,152400.55,0.0,0.2,1,250.0,1,0.5,0
436.0,Spain,Female,52,9.0,109348.65,1,1,0,6585.72,16.60138126411932,0.1,0,520.0,0,0.5,0
556.0,France,Female,64,10.0,76237.47,1,0,1,57542.05,1.3248771137435362,0.09090909090909091,1,704.0,0,1.0,0
616.0,France,Male,30,9.0,0.0,2,1,0,123227.91,0.0,0.2,0,300.0,1,1.0,0
682.0,Germany,Female,77,2.0,148519.59,1,1,1,143801.45,1.0328029181700311,0.3333333333333333,1,231.0,0,0.5,1
608.0,France,Male,51,0.0,85132.24,2,0,0,96167.97,0.8852360589907535,2.0,0,51.0,0,2.0,0
767.0,France,Female,43,2.0,177269.82,2,1,1,51780.61,3.4234126748859297,0.6666666666666666,2,129.0,0,1.0,0
705.0,France,Male,63,8.0,0.0,2,1,1,83204.46,0.0,0.2222222222222222,2,567.0,1,1.0,0
696.0,Germany,Male,54,9.0,118761.39,1,1,0,68917.55,1.723213706614547,0.1,0,540.0,0,0.5,1
701.0,Spain,Female,57,6.0,132721.1,2,1,0,42671.66,3.1102138933921624,0.2857142857142857,0,399.0,0,1.0,0
594.0,Spain,Female,62,10.0,47633.5,2,1,1,138316.19,0.3443787428012382,0.18181818181818182,2,682.0,0,1.0,0
622.0,Germany,Male,68,7.0,76797.21,1,0,1,,,0.125,1,544.0,0,1.0,1
629.0,France,Male,57,1.0,68701.83,2,0,1,60097.61,1.1431517301315288,1.0,2,114.0,0,2.0,0
720.0,France,Female,42,10.0,77485.68,1,0,0,13469.1,5.752420546246872,0.09090909090909091,0,462.0,0,1.0,0
553.0,France,Female,66,9.0,53116.93,1,0,0,144189.48,0.3683802841907454,0.1,0,660.0,0,1.0,0
850.0,Germany,Female,45,0.0,133243.32,2,1,1,19775.82,6.737348067080553,2.0,2,45.0,0,1.0,0
768.0,Germany,Male,49,2.0,101457.52,2,0,1,5352.79,18.950597614026698,0.6666666666666666,2,147.0,0,2.0,1
478.0,France,Female,63,7.0,55421.82,1,1,0,85659.35,0.6469950216173527,0.125,0,504.0,0,0.5,1
850.0,France,Female,53,4.0,113488.93,1,1,0,141299.88,0.8031721387722426,0.2,0,265.0,0,0.5,0
595.0,Spain,Male,44,6.0,38225.72,1,0,0,187574.96,0.2037879480931352,0.14285714285714285,0,308.0,0,1.0,1
684.0,France,Male,51,9.0,52623.02,2,1,1,146107.6,0.3601637412171494,0.2,2,510.0,0,1.0,0
755.0,Spain,Female,48,3.0,154618.03,1,0,1,161336.87,0.9583492703851861,0.25,1,192.0,0,1.0,0
588.0,Spain,Female,48,0.0,88469.91,2,1,1,40165.51,2.2025789644158777,2.0,2,48.0,0,1.0,0
679.0,Germany,Female,45,7.0,96511.0,2,1,1,32739.49,2.947756737910764,0.25,2,360.0,0,1.0,0
568.0,Germany,Female,54,1.0,0.0,1,0,1,26246.2,0.0,0.5,1,108.0,1,1.0,0
692.0,Germany,Male,42,2.0,0.0,2,1,0,99385.83,0.0,0.6666666666666666,0,126.0,1,1.0,0
713.0,France,Male,47,8.0,99579.36,1,1,1,85520.1,1.1643835264045947,0.1111111111111111,1,423.0,0,0.5,0
762.0,France,Female,54,1.0,82650.62,1,1,1,165062.44,0.5007203291049792,0.5,1,108.0,0,0.5,1
645.0,France,Male,65,7.0,106693.89,2,0,1,99592.73,1.0712912349000283,0.25,2,520.0,0,2.0,0
559.0,Spain,Male,50,9.0,0.0,2,1,0,159040.34,0.0,0.2,0,500.0,1,1.0,0
795.0,France,Male,73,8.0,0.0,2,0,0,46341.85,0.0,0.2222222222222222,0,657.0,1,2.0,0
826.0,Germany,Male,72,2.0,0.0,1,0,1,158375.43,0.0,0.3333333333333333,1,216.0,1,1.0,0
617.0,Spain,Female,65,2.0,127473.05,1,1,0,161716.93,0.7882431465700804,0.3333333333333333,0,195.0,0,0.5,0
680.0,France,Male,51,0.0,104247.06,2,1,0,136198.67,0.7653987707899732,2.0,0,51.0,0,1.0,0
523.0,Spain,Male,70,5.0,0.0,2,0,0,49305.28,0.0,0.3333333333333333,0,420.0,1,2.0,0
802.0,France,Female,48,1.0,125868.87,2,0,0,33896.97,3.713168369669334,1.0,0,96.0,0,2.0,1
632.0,France,Female,50,0.0,0.0,1,1,1,61789.23,0.0,1.0,1,50.0,1,0.5,0
802.0,Spain,Female,43,6.0,159350.28,2,1,0,35103.21,4.5393495537999575,0.2857142857142857,0,301.0,0,1.0,0
530.0,France,Male,46,0.0,89444.78,4,0,1,18775.6,4.763630263199941,4.0,4,46.0,0,4.0,0
797.0,Germany,Male,50,2.0,0.0,2,1,1,58852.32,0.0,0.6666666666666666,2,150.0,1,1.0,0
596.0,Spain,Male,44,3.0,100198.98,2,1,1,96201.68,1.0415404227824008,0.5,2,176.0,0,1.0,0
638.0,France,Female,64,1.0,112401.21,1,1,0,92354.66,1.217047336351665,0.5,0,128.0,0,0.5,0
603.0,France,Female,59,6.0,71183.19,2,0,0,7800.74,9.124014642887357,0.2857142857142857,0,413.0,0,2.0,1
728.0,Spain,Male,42,1.0,74317.6,1,1,1,84280.77,0.8817755013925312,0.5,1,84.0,0,0.5,0
529.0,France,Female,56,4.0,0.0,1,1,1,116678.4,0.0,0.2,1,280.0,1,0.5,1
645.0,France,Male,61,2.0,0.0,1,0,0,131969.17,0.0,0.3333333333333333,0,183.0,1,1.0,0
350.0,France,Male,41,3.0,88202.88,2,1,0,14066.55,6.269953190143274,0.5,0,164.0,0,1.0,0
674.0,France,Male,64,0.0,133815.57,2,1,0,127802.36,1.0470426599112888,2.0,0,64.0,0,1.0,0
753.0,France,Male,60,7.0,168287.01,4,1,0,164184.25,1.0249825121318754,0.5,0,480.0,0,2.0,0
664.0,Germany,Female,54,9.0,86321.02,1,1,0,80656.09,1.0702223449916184,0.1,0,540.0,0,0.5,1
766.0,France,Female,57,3.0,134265.44,2,0,0,110012.97,1.22043991322193,0.5,0,228.0,0,2.0,0
724.0,France,Female,37,0.0,62277.57,1,0,0,41198.54,1.5116083820353334,1.0,0,37.0,0,1.0,1
792.0,France,Male,38,10.0,81697.94,1,1,1,74496.15,1.0966585970067313,0.09090909090909091,1,418.0,0,0.5,0
566.0,Spain,Male,45,1.0,0.0,2,0,1,26781.33,0.0,1.0,2,90.0,1,2.0,0
552.0,Germany,Male,59,5.0,0.0,1,0,1,11569.49,0.0,0.16666666666666666,1,354.0,1,1.0,0
697.0,France,Male,50,6.0,0.0,2,0,0,83307.83,0.0,0.2857142857142857,0,350.0,1,2.0,0
764.0,France,Female,53,8.0,0.0,2,1,1,48440.84,0.0,0.2222222222222222,2,477.0,1,1.0,0
582.0,Germany,Male,36,5.0,44976.41,2,1,0,183187.32,0.24552007464231346,0.3333333333333333,0,216.0,0,1.0,0
470.0,Spain,Male,71,8.0,60956.28,2,0,1,124295.46,0.4904104268134426,0.2222222222222222,2,639.0,0,2.0,0
581.0,France,Male,49,6.0,137451.84,1,1,0,142293.54,0.9659670708377144,0.14285714285714285,0,343.0,0,0.5,0
